"record_id","year_of_birth","profession","q1_2022","q2_2022","q3_2022","q4_2022","q4_coded_2022","q4_improvements_2022","q1_2023","q2_2023","q3_2023","q4_2023","q4_coded_2023","q4_improvements_2023","q1_2024","q2_2024","q3_2024","q4_2024","q4_coded_2024","q4_improvements_2024","female","male","nonbinary","a_gender_not_listed","White","Black_or_African_American","Asian","American_Indian_or_Alaska_Native","Native_Hawaiian_or_Other_Pacific_Islander","Hispanic_or_Latino","zip_code","major_city","county","state"
"71","1980","Manager","2","8.7","-2","I liked the program, but it could be better with more real-life examples and practical applications.","Improvement","Content Depth","2","95.4","-2","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","0","97.4","1","It was a wonderful experience. Everything from the material to the pace was on point, and I feel fully prepared.","Neutral",NA,"0","1","1","1","0","0","0","1","0","1","'16301","Oil City","Venango County","PA"
"72","1976","Manager","1","93.5","1","The program was decent, but more personalized feedback would have helped me understand better.","Improvement","Feedback","2","80.4","0","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"1","9.7","-2","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"1","0","1","1","0","0","1","0","0","0","'52070","Sabula","Jackson County","IA"
"73","1998","Manager","0","57.1","0","I liked the overall structure, but I felt it could have gone deeper into certain topics.","Neutral",NA,"0","2.3","-2","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","3","65.5","0","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"0","1","1","0","0","0","0","0","1","1","'13320","Cherry Valley","Otsego County","NY"
"74","1989","Engineer","3","55.6","-2","I think the program is good, but it could be more hands-on and focused on real-world problems.","Neutral","Interactivity","3","85.3","-2","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","2","75.1","1","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"0","1","1","0","0","0","1","0","1","1","'93457","Santa Maria","Santa Barbara County","CA"
"75","1984","Artist","1","77.8","-2","I think the program is good, but it could be more hands-on and focused on real-world problems.","Neutral","Interactivity","1","35.7","-1","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","0","72","0","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","1","0","1","1","0","1","0","0","0","1","'73528","Chattanooga","Tillman County","OK"
"76","1985","Artist","0","1.1","-1","The program was fine, but I think more interactive exercises could help with better engagement.","Improvement","Interactivity","2","96.5","0","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","0","71.2","0","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"1","1","0","1","1","1","1","0","0","0","'07740","Long Branch","Monmouth County","NJ"
"77","1999","Scientist","3","29.8","0","I felt the program was OK, but there could have been more individual support.","Neutral",NA,"2","32.7","1","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"1","54.8","0","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","1","1","0","1","0","1","1","0","1","0","'16018","Boyers","Butler County","PA"
"78","1995","Manager","2","77.5","2","I feel like the program was OK overall, but it needs more depth in certain areas.","Neutral","Content Depth","0","17.9","-1","It was a good experience, but a few more examples of how the material applies in real-life situations would be helpful.","Positive","Content Depth","0","24.1","1","It was a wonderful experience. Everything from the material to the pace was on point, and I feel fully prepared.","Neutral",NA,"1","0","1","1","0","0","0","1","0","0","'65449","Cook Sta","Crawford County","MO"
"79","1976","Teacher","3","26.4","1","I found it helpful, but I think it could benefit from more real-world examples and less theory.","Positive","Content Depth","0","36.5","-2","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"3","76.9","-1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"1","0","0","0","0","0","1","0","0","1","'12147","Rensselaerville","Albany County","NY"
"80","1992","Artist","3","45.4","-2","The program was decent, but I would have liked more feedback on my progress.","Neutral","Feedback","0","14.3","-1","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","3","66.1","2","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"1","0","0","0","0","0","1","0","0","0","'93216","Delano","Kern County","CA"
"81","1996","Scientist","0","51.7","1","I feel like the program was somewhat helpful, but it lacked some practical aspects that would have made it more useful.","Positive",NA,"3","1.2","-1","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"1","34.9","-2","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","0","1","1","0","0","1","0","0","0","'32722","Glenwood","Volusia County","FL"
"82","1983","Teacher","1","7.8","-1","The program is somewhat helpful, but I think it could be more tailored to individual needs.","Positive",NA,"0","70.8","0","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","1","15.7","-2","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","1","0","1","0","0","0","0","1","1","'73101","Oklahoma City","Oklahoma County","OK"
"83","1977","Manager","1","72.9","2","I feel like the program was somewhat helpful, but it lacked some practical aspects that would have made it more useful.","Positive",NA,"3","82.1","0","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","1","54.6","-2","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"1","0","0","1","0","0","0","1","0","1","'62842","Geff","Wayne County","IL"
"84","1989","Teacher","1","48.1","1","I think the program could be better if there was more opportunity for collaboration with others.","Improvement",NA,"0","98.6","2","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","2","52.6","2","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"0","1","0","1","1","0","0","0","0","0","'79538","Novice","Coleman County","TX"
"85","1986","Artist","1","63.1","1","I didn’t find the program that helpful. More interactive activities and discussions would have been useful.","Positive","Interactivity","1","87","0","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","3.8","2","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"0","1","1","1","1","0","1","0","1","0","'31783","Rebecca","Turner County","GA"
